id_oportunidade,valor_proposta,tempo_negociacao,produto,setor_cliente,tamanho_cliente,num_reunioes,conversa_inicial,conversa_final,status_final
OPP_0183,43989.63,60,Infraestrutura,Serviços,Grande,7,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente mencionou optar por concorrente.,0
OPP_0184,13639.14,48,ERP,Indústria,Médio,5,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0185,33339.22,77,Analytics,Educação,Médio,8,Cliente satisfeito com o atendimento e condições comerciais.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0186,41043.89,28,ERP,Educação,Grande,2,Cliente considerou o preço alto e desistiu.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0187,28204.84,69,Infraestrutura,Saúde,Grande,7,"Após a demonstração, o cliente confirmou intenção de compra.",Não houve retorno após múltiplos contatos.,0
OPP_0188,26952.88,77,ERP,Saúde,Pequeno,4,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0189,12850.76,81,Infraestrutura,Serviços,Grande,9,Não houve retorno após múltiplos contatos.,Cliente considerou o preço alto e desistiu.,0
OPP_0190,5562.04,40,ERP,Educação,Pequeno,1,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0191,44963.57,45,Analytics,Educação,Grande,7,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0192,45120.48,62,Analytics,Saúde,Grande,6,Cliente satisfeito com o atendimento e condições comerciais.,Cliente não respondeu após a proposta inicial.,0
OPP_0193,32021.97,58,ERP,Indústria,Pequeno,8,"Conversas fluíram bem, cliente entusiasmado com o produto.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0194,17612.46,67,ERP,Indústria,Grande,5,Cliente não respondeu após a proposta inicial.,Cliente considerou o preço alto e desistiu.,0
OPP_0195,18111.27,56,Analytics,Varejo,Pequeno,1,Cliente mencionou optar por concorrente.,Cliente não respondeu após a proposta inicial.,0
OPP_0196,36571.83,40,Infraestrutura,Saúde,Grande,1,Cliente mencionou optar por concorrente.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0197,44958.4,40,Analytics,Varejo,Médio,9,Cliente considerou o preço alto e desistiu.,Cliente mencionou optar por concorrente.,0
OPP_0198,44467.23,77,Infraestrutura,Saúde,Grande,6,Cliente considerou o preço alto e desistiu.,Cliente não respondeu após a proposta inicial.,0
OPP_0199,39213.9,33,ERP,Serviços,Pequeno,5,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0200,32459.55,6,ERP,Educação,Grande,1,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0201,5122.86,88,Infraestrutura,Serviços,Pequeno,6,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0202,8919.81,19,ERP,Saúde,Pequeno,6,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0203,45029.16,80,Infraestrutura,Educação,Médio,3,Cliente satisfeito com o atendimento e condições comerciais.,Cliente mencionou optar por concorrente.,0
OPP_0204,30715.02,40,CRM,Indústria,Médio,8,Não houve retorno após múltiplos contatos.,Cliente mencionou optar por concorrente.,0
OPP_0205,1450.66,59,Analytics,Indústria,Pequeno,1,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0206,5972.11,59,CRM,Varejo,Grande,1,Cliente não respondeu após a proposta inicial.,Cliente mencionou optar por concorrente.,0
OPP_0207,33511.59,48,Infraestrutura,Saúde,Pequeno,6,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0208,1248.02,41,Analytics,Saúde,Pequeno,1,Não houve retorno após múltiplos contatos.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0209,8879.59,13,Infraestrutura,Indústria,Grande,6,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0210,27887.96,45,Analytics,Serviços,Grande,1,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente considerou o preço alto e desistiu.,0
OPP_0211,34902.86,89,Analytics,Educação,Grande,6,Cliente considerou o preço alto e desistiu.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0212,32946.1,53,Analytics,Serviços,Grande,3,Cliente demonstrou interesse e pediu proposta detalhada.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0213,11989.2,42,Analytics,Serviços,Pequeno,8,Não houve retorno após múltiplos contatos.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0214,35896.78,63,Infraestrutura,Indústria,Pequeno,6,"Após a demonstração, o cliente confirmou intenção de compra.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0215,12625.21,27,Analytics,Indústria,Médio,1,Não houve retorno após múltiplos contatos.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0216,16944.59,38,Analytics,Indústria,Pequeno,5,Cliente não respondeu após a proposta inicial.,Cliente mencionou optar por concorrente.,0
OPP_0217,37578.08,60,CRM,Varejo,Grande,8,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente considerou o preço alto e desistiu.,0
OPP_0218,32832.01,7,ERP,Serviços,Médio,3,Cliente não respondeu após a proposta inicial.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0219,42611.95,5,ERP,Saúde,Grande,6,Cliente não respondeu após a proposta inicial.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0220,33223.03,45,CRM,Educação,Pequeno,5,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0221,28847.12,58,CRM,Varejo,Médio,6,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente não respondeu após a proposta inicial.,0
OPP_0222,5590.06,31,Infraestrutura,Saúde,Grande,1,Cliente mencionou optar por concorrente.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0223,19018.07,23,Infraestrutura,Serviços,Médio,7,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0224,13994.92,42,Infraestrutura,Indústria,Médio,9,Cliente satisfeito com o atendimento e condições comerciais.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0225,12955.49,10,CRM,Serviços,Pequeno,2,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente não respondeu após a proposta inicial.,0
OPP_0226,48677.52,32,CRM,Educação,Grande,5,Cliente não respondeu após a proposta inicial.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0227,20261.79,53,Analytics,Varejo,Médio,4,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0228,44710.28,30,Infraestrutura,Varejo,Médio,6,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0229,31925.79,39,Infraestrutura,Educação,Grande,6,Cliente não respondeu após a proposta inicial.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0230,39945.75,31,Infraestrutura,Saúde,Médio,2,Cliente satisfeito com o atendimento e condições comerciais.,Cliente não respondeu após a proposta inicial.,0
OPP_0231,25629.22,82,ERP,Saúde,Médio,2,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0232,29268.29,2,Analytics,Varejo,Médio,4,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0233,25133.37,78,Infraestrutura,Varejo,Grande,1,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0234,10566.91,77,Infraestrutura,Indústria,Grande,9,Cliente considerou o preço alto e desistiu.,Cliente mencionou optar por concorrente.,0
OPP_0235,36400.15,12,Infraestrutura,Saúde,Grande,7,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0236,14757.85,39,ERP,Educação,Grande,7,Cliente não respondeu após a proposta inicial.,Cliente considerou o preço alto e desistiu.,0
OPP_0237,2191.48,66,ERP,Saúde,Pequeno,3,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente considerou o preço alto e desistiu.,0
OPP_0238,32628.14,13,CRM,Indústria,Médio,3,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0239,9678.42,46,Analytics,Varejo,Grande,1,Cliente mencionou optar por concorrente.,Cliente mencionou optar por concorrente.,0
OPP_0240,47082.47,27,CRM,Varejo,Médio,3,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0241,47742.5,17,Analytics,Indústria,Médio,3,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0242,45828.36,60,ERP,Educação,Pequeno,4,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0243,19137.78,64,Infraestrutura,Varejo,Grande,4,Cliente mencionou optar por concorrente.,Cliente mencionou optar por concorrente.,0
OPP_0244,1757.37,88,CRM,Serviços,Grande,3,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0245,46487.61,35,Infraestrutura,Varejo,Médio,8,Cliente satisfeito com o atendimento e condições comerciais.,Cliente considerou o preço alto e desistiu.,0
OPP_0246,21981.02,70,CRM,Serviços,Grande,8,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0247,48366.09,83,ERP,Indústria,Médio,1,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente considerou o preço alto e desistiu.,0
OPP_0248,48217.38,30,ERP,Indústria,Médio,7,Cliente não respondeu após a proposta inicial.,Não houve retorno após múltiplos contatos.,0
OPP_0249,42797.46,71,ERP,Varejo,Pequeno,2,Cliente demonstrou interesse e pediu proposta detalhada.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0250,15428.0,74,CRM,Saúde,Pequeno,1,Cliente mencionou optar por concorrente.,Cliente não respondeu após a proposta inicial.,0
OPP_0251,19869.79,63,Analytics,Serviços,Pequeno,3,Cliente demonstrou interesse e pediu proposta detalhada.,Não houve retorno após múltiplos contatos.,0
OPP_0252,42705.7,28,CRM,Educação,Médio,4,Cliente mencionou optar por concorrente.,Não houve retorno após múltiplos contatos.,0
OPP_0253,16529.18,60,Analytics,Varejo,Grande,6,Cliente não respondeu após a proposta inicial.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0254,9305.14,79,CRM,Educação,Pequeno,5,Cliente não respondeu após a proposta inicial.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0255,28283.26,37,CRM,Varejo,Grande,4,Cliente satisfeito com o atendimento e condições comerciais.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0256,46871.58,22,ERP,Saúde,Pequeno,8,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0257,35105.46,68,Infraestrutura,Saúde,Pequeno,4,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0258,28933.0,20,Infraestrutura,Saúde,Médio,2,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente não respondeu após a proposta inicial.,0
OPP_0259,5761.65,68,Analytics,Saúde,Pequeno,3,Cliente considerou o preço alto e desistiu.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0260,31135.35,64,Infraestrutura,Indústria,Pequeno,6,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente mencionou optar por concorrente.,0
OPP_0261,49512.64,17,CRM,Indústria,Médio,8,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0262,7864.12,12,CRM,Serviços,Grande,8,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente não respondeu após a proposta inicial.,0
OPP_0263,26398.15,22,ERP,Educação,Pequeno,9,Cliente não respondeu após a proposta inicial.,Cliente não respondeu após a proposta inicial.,0
OPP_0264,43991.28,17,ERP,Varejo,Médio,7,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0265,37297.66,10,Infraestrutura,Varejo,Pequeno,2,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0266,35153.77,65,Analytics,Indústria,Médio,8,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0267,35421.72,22,Infraestrutura,Varejo,Grande,7,Não houve retorno após múltiplos contatos.,Cliente mencionou optar por concorrente.,0
OPP_0268,18615.07,82,Infraestrutura,Indústria,Grande,8,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0269,15386.0,50,Infraestrutura,Serviços,Médio,3,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0270,40658.7,14,Infraestrutura,Educação,Médio,7,Cliente mencionou optar por concorrente.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0271,40695.56,64,CRM,Serviços,Médio,9,Cliente não respondeu após a proposta inicial.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0272,43486.54,47,Analytics,Saúde,Grande,3,Cliente não respondeu após a proposta inicial.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0273,45748.79,29,CRM,Saúde,Pequeno,6,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0274,26055.78,76,Analytics,Saúde,Grande,2,Não houve retorno após múltiplos contatos.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0275,25574.3,36,ERP,Serviços,Médio,2,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0276,40116.46,52,Infraestrutura,Varejo,Médio,5,Cliente mencionou optar por concorrente.,Cliente não respondeu após a proposta inicial.,0
OPP_0277,32848.23,76,CRM,Educação,Grande,5,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0278,35396.38,7,Analytics,Saúde,Médio,7,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0279,39993.84,29,ERP,Saúde,Grande,2,"Conversas fluíram bem, cliente entusiasmado com o produto.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0280,44610.26,11,ERP,Saúde,Médio,7,Cliente mencionou optar por concorrente.,Cliente mencionou optar por concorrente.,0
OPP_0281,17561.76,33,Infraestrutura,Educação,Pequeno,5,Cliente mencionou optar por concorrente.,Cliente mencionou optar por concorrente.,0
OPP_0282,19403.56,6,Analytics,Saúde,Pequeno,6,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0283,5605.12,79,CRM,Educação,Médio,8,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0284,29335.73,32,Infraestrutura,Saúde,Grande,4,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0285,2761.17,51,CRM,Serviços,Pequeno,7,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0286,23814.3,75,ERP,Serviços,Grande,6,Cliente demonstrou interesse e pediu proposta detalhada.,Não houve retorno após múltiplos contatos.,0
OPP_0287,27589.59,58,CRM,Educação,Médio,2,"Conversas fluíram bem, cliente entusiasmado com o produto.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0288,15040.52,87,CRM,Serviços,Grande,8,Cliente considerou o preço alto e desistiu.,Cliente considerou o preço alto e desistiu.,0
OPP_0289,29950.83,26,Infraestrutura,Educação,Pequeno,9,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0290,2494.51,46,CRM,Serviços,Grande,5,Não houve retorno após múltiplos contatos.,Cliente mencionou optar por concorrente.,0
OPP_0291,2830.06,29,Infraestrutura,Serviços,Grande,4,Cliente mencionou optar por concorrente.,Não houve retorno após múltiplos contatos.,0
OPP_0292,41307.43,4,ERP,Educação,Médio,6,"Conversas fluíram bem, cliente entusiasmado com o produto.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0293,18649.34,81,Infraestrutura,Varejo,Médio,8,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0294,7225.97,13,Infraestrutura,Serviços,Médio,3,Cliente mencionou optar por concorrente.,Não houve retorno após múltiplos contatos.,0
OPP_0295,26589.92,39,Analytics,Saúde,Pequeno,1,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0296,38729.68,15,CRM,Varejo,Pequeno,4,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente não respondeu após a proposta inicial.,0
OPP_0297,11575.23,29,ERP,Educação,Médio,4,Cliente considerou o preço alto e desistiu.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0298,31521.63,29,Infraestrutura,Varejo,Médio,1,Cliente não respondeu após a proposta inicial.,Cliente não respondeu após a proposta inicial.,0
OPP_0299,5182.03,75,ERP,Indústria,Pequeno,9,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente não respondeu após a proposta inicial.,0
OPP_0300,3532.4,32,Analytics,Indústria,Pequeno,3,Cliente considerou o preço alto e desistiu.,Cliente considerou o preço alto e desistiu.,0
OPP_0301,27036.38,2,CRM,Serviços,Pequeno,5,Cliente mencionou optar por concorrente.,Cliente considerou o preço alto e desistiu.,0
OPP_0302,27491.12,47,Infraestrutura,Serviços,Pequeno,6,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente mencionou optar por concorrente.,0
OPP_0303,32234.07,78,CRM,Saúde,Médio,8,"Após a demonstração, o cliente confirmou intenção de compra.",Não houve retorno após múltiplos contatos.,0
OPP_0304,36578.48,84,Analytics,Varejo,Pequeno,6,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0305,48816.75,22,Analytics,Indústria,Médio,3,Cliente considerou o preço alto e desistiu.,Não houve retorno após múltiplos contatos.,0
OPP_0306,26298.72,75,ERP,Serviços,Grande,6,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0307,16824.87,27,Infraestrutura,Varejo,Grande,1,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0308,39964.12,67,ERP,Serviços,Pequeno,4,Não houve retorno após múltiplos contatos.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0309,14270.78,81,Analytics,Serviços,Grande,6,Cliente não respondeu após a proposta inicial.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0310,22509.6,56,CRM,Indústria,Grande,7,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente não respondeu após a proposta inicial.,0
OPP_0311,4844.36,21,ERP,Indústria,Grande,3,Cliente considerou o preço alto e desistiu.,Cliente não respondeu após a proposta inicial.,0
OPP_0312,2242.19,47,ERP,Serviços,Pequeno,9,Cliente considerou o preço alto e desistiu.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0313,48169.77,80,CRM,Educação,Pequeno,7,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0314,41963.03,59,ERP,Serviços,Grande,1,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0315,35102.74,84,CRM,Serviços,Médio,2,Cliente mencionou optar por concorrente.,Não houve retorno após múltiplos contatos.,0
OPP_0316,21038.69,6,Infraestrutura,Saúde,Grande,1,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente não respondeu após a proposta inicial.,0
OPP_0317,9491.42,19,CRM,Saúde,Pequeno,9,Cliente considerou o preço alto e desistiu.,Não houve retorno após múltiplos contatos.,0
OPP_0318,8665.42,57,Infraestrutura,Saúde,Pequeno,9,Cliente considerou o preço alto e desistiu.,Cliente mencionou optar por concorrente.,0
OPP_0319,13261.9,69,CRM,Educação,Pequeno,7,Cliente demonstrou interesse e pediu proposta detalhada.,Não houve retorno após múltiplos contatos.,0
OPP_0320,27912.11,3,Analytics,Educação,Grande,3,Cliente considerou o preço alto e desistiu.,Cliente considerou o preço alto e desistiu.,0
OPP_0321,36015.2,1,Analytics,Serviços,Médio,5,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0322,33349.67,58,Infraestrutura,Saúde,Pequeno,4,Cliente considerou o preço alto e desistiu.,Cliente mencionou optar por concorrente.,0
OPP_0323,14716.76,38,Infraestrutura,Educação,Pequeno,7,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0324,47788.4,15,Analytics,Indústria,Grande,9,"Após a demonstração, o cliente confirmou intenção de compra.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0325,37156.95,34,Infraestrutura,Serviços,Médio,2,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0326,28163.35,61,CRM,Varejo,Grande,8,Cliente considerou o preço alto e desistiu.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0327,30974.32,35,CRM,Serviços,Pequeno,9,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0328,21560.4,64,Analytics,Varejo,Médio,9,Cliente satisfeito com o atendimento e condições comerciais.,Não houve retorno após múltiplos contatos.,0
OPP_0329,13138.82,25,ERP,Saúde,Médio,7,Não houve retorno após múltiplos contatos.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0330,18442.66,24,CRM,Varejo,Pequeno,9,Cliente satisfeito com o atendimento e condições comerciais.,Cliente não respondeu após a proposta inicial.,0
OPP_0331,38134.46,12,Infraestrutura,Saúde,Médio,9,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0332,1705.28,18,ERP,Indústria,Médio,3,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0333,6687.56,15,ERP,Varejo,Grande,4,Cliente mencionou optar por concorrente.,Cliente não respondeu após a proposta inicial.,0
OPP_0334,3254.13,80,CRM,Serviços,Pequeno,2,Não houve retorno após múltiplos contatos.,Cliente considerou o preço alto e desistiu.,0
OPP_0335,2995.71,27,CRM,Saúde,Pequeno,3,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0336,42917.57,72,ERP,Serviços,Pequeno,5,Cliente não respondeu após a proposta inicial.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0337,35479.24,60,ERP,Educação,Pequeno,5,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0338,24234.52,46,Analytics,Saúde,Pequeno,6,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0339,5793.87,89,Infraestrutura,Varejo,Médio,7,"Conversas fluíram bem, cliente entusiasmado com o produto.",Não houve retorno após múltiplos contatos.,0
OPP_0340,25089.18,17,Analytics,Saúde,Grande,7,"Conversas fluíram bem, cliente entusiasmado com o produto.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0341,24200.12,53,CRM,Serviços,Pequeno,1,Cliente demonstrou interesse e pediu proposta detalhada.,Não houve retorno após múltiplos contatos.,0
OPP_0342,9486.89,8,Analytics,Indústria,Grande,2,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0343,22258.73,79,Analytics,Saúde,Grande,9,Cliente não respondeu após a proposta inicial.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0344,20526.73,27,Analytics,Varejo,Médio,2,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0345,31176.65,46,Analytics,Educação,Pequeno,6,Cliente não respondeu após a proposta inicial.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0346,32119.59,50,Infraestrutura,Indústria,Médio,1,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0347,3219.9,71,Infraestrutura,Educação,Pequeno,3,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0348,19356.02,3,ERP,Saúde,Médio,2,Cliente satisfeito com o atendimento e condições comerciais.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0349,31667.14,64,CRM,Serviços,Grande,3,Cliente não respondeu após a proposta inicial.,Cliente considerou o preço alto e desistiu.,0
OPP_0350,25653.68,44,Analytics,Serviços,Pequeno,5,Não houve retorno após múltiplos contatos.,Cliente considerou o preço alto e desistiu.,0
OPP_0351,42968.0,53,ERP,Varejo,Grande,6,"Após a demonstração, o cliente confirmou intenção de compra.",Não houve retorno após múltiplos contatos.,0
OPP_0352,33275.99,24,ERP,Serviços,Grande,9,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0353,8983.79,60,ERP,Indústria,Médio,4,Cliente mencionou optar por concorrente.,Cliente mencionou optar por concorrente.,0
OPP_0354,4457.87,3,Infraestrutura,Serviços,Pequeno,7,Cliente mencionou optar por concorrente.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0355,32478.54,20,Analytics,Varejo,Grande,6,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0356,2299.05,46,Analytics,Saúde,Médio,2,"Conversas fluíram bem, cliente entusiasmado com o produto.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0357,29703.0,15,CRM,Saúde,Pequeno,8,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0358,47071.28,25,Analytics,Serviços,Pequeno,7,Cliente não respondeu após a proposta inicial.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0359,29198.23,78,Analytics,Educação,Grande,7,Cliente mencionou optar por concorrente.,Cliente mencionou optar por concorrente.,0
OPP_0360,20020.33,71,ERP,Saúde,Pequeno,8,Cliente demonstrou interesse e pediu proposta detalhada.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0361,32521.12,17,CRM,Serviços,Grande,1,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente não respondeu após a proposta inicial.,0
OPP_0362,23454.39,84,Analytics,Varejo,Pequeno,1,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente não respondeu após a proposta inicial.,0
OPP_0363,27735.22,9,Infraestrutura,Serviços,Médio,8,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0364,47131.78,38,Analytics,Saúde,Grande,4,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0365,19919.03,48,ERP,Varejo,Grande,5,Cliente não respondeu após a proposta inicial.,Não houve retorno após múltiplos contatos.,0
